Date,Open,High,Low,Close,Volume
2020-10-20,31.93000030517578,32.380001068115234,31.770000457763672,32.15999984741211,581100
2020-10-21,32.36000061035156,32.880001068115234,31.5,32.2400016784668,540500
2020-10-22,32.33000183105469,33.5,31.625,33.25,579800
2020-10-23,33.56999969482422,33.790000915527344,33.06999969482422,33.599998474121094,728600
2020-10-26,32.75,33.209999084472656,31.459999084472656,32.790000915527344,1085600
2020-10-27,33.150001525878906,33.25,32.52000045776367,32.630001068115234,487900
2020-10-28,31.739999771118164,32.959999084472656,31.6299991607666,32.31999969482422,558800
2020-10-29,32.93000030517578,33.79999923706055,31.760000228881836,33.43000030517578,963300
2020-10-30,33.4900016784668,33.994998931884766,31.209999084472656,32.02000045776367,516100
2020-11-02,32.709999084472656,34.95000076293945,32.51499938964844,34.52000045776367,599400
2020-11-03,35.0,36.790000915527344,34.720001220703125,36.16999816894531,748400
2020-11-04,35.41999816894531,36.5,34.63800048828125,35.709999084472656,535400
2020-11-05,36.0,36.0,34.959999084472656,35.09000015258789,426100
2020-11-06,35.5,35.97999954223633,35.0099983215332,35.220001220703125,379400
2020-11-09,37.95000076293945,42.16999816894531,37.0,41.619998931884766,1853300
2020-11-10,41.56999969482422,41.95000076293945,37.349998474121094,38.54999923706055,1137900
2020-11-11,39.779998779296875,39.779998779296875,38.209999084472656,39.290000915527344,442900
2020-11-12,38.70000076293945,39.29999923706055,37.79999923706055,37.95000076293945,369700
2020-11-13,38.16999816894531,39.099998474121094,37.91999816894531,38.90999984741211,406700
2020-11-16,40.130001068115234,40.25,38.790000915527344,39.029998779296875,804700
2020-11-17,39.470001220703125,40.439998626708984,38.06999969482422,40.2400016784668,476200
2020-11-18,40.209999084472656,41.86000061035156,39.65999984741211,39.720001220703125,484400
2020-11-19,40.0,40.650001525878906,38.5099983215332,39.16999816894531,602500
2020-11-20,39.13999938964844,40.595001220703125,38.31999969482422,40.459999084472656,530000
2020-11-23,41.27000045776367,43.29999923706055,40.6349983215332,42.119998931884766,644700
2020-11-24,42.90999984741211,43.04999923706055,41.5,42.470001220703125,399600
2020-11-25,41.66999816894531,42.845001220703125,41.400001525878906,42.18000030517578,308700
2020-11-27,42.25,42.4900016784668,40.93000030517578,42.099998474121094,274300
2020-11-30,41.61000061035156,41.7599983215332,39.4900016784668,41.2599983215332,483200
2020-12-01,41.93000030517578,41.93000030517578,39.720001220703125,40.470001220703125,478000
2020-12-02,40.2400016784668,42.20000076293945,39.90999984741211,42.150001525878906,319400
2020-12-03,42.290000915527344,43.599998474121094,41.86000061035156,43.040000915527344,335700
2020-12-04,43.20000076293945,44.220001220703125,42.220001220703125,43.7599983215332,172200
2020-12-07,42.470001220703125,44.40999984741211,42.119998931884766,43.790000915527344,412000
2020-12-08,43.2400016784668,44.55500030517578,42.650001525878906,42.65999984741211,391600
2020-12-09,43.209999084472656,43.54999923706055,41.040000915527344,41.790000915527344,513500
2020-12-10,41.2599983215332,42.099998474121094,40.25,41.45000076293945,712100
2020-12-11,41.119998931884766,41.61000061035156,39.275001525878906,40.02000045776367,450700
2020-12-14,40.70000076293945,41.13999938964844,39.459999084472656,39.560001373291016,398500
2020-12-15,39.900001525878906,41.3849983215332,39.75,41.349998474121094,370600
2020-12-16,41.4900016784668,41.84000015258789,40.619998931884766,41.22999954223633,257200
2020-12-17,41.5,42.20000076293945,40.619998931884766,42.0,299700
2020-12-18,41.79999923706055,42.2400016784668,40.869998931884766,40.91999816894531,907200
2020-12-21,40.279998779296875,41.625,39.82400131225586,41.20000076293945,430700
2020-12-22,41.52000045776367,41.70000076293945,40.060001373291016,40.70000076293945,449500
2020-12-23,40.7599983215332,41.2400016784668,40.290000915527344,40.79999923706055,372100
2020-12-24,41.189998626708984,41.40999984741211,40.189998626708984,40.47999954223633,240500
2020-12-28,41.119998931884766,43.72999954223633,40.720001220703125,43.29999923706055,857100
2020-12-29,43.38999938964844,43.7599983215332,41.40999984741211,42.099998474121094,472900
2020-12-30,42.0,43.31999969482422,42.0,43.0,357400
2020-12-31,43.04999923706055,43.84000015258789,42.380001068115234,43.36000061035156,591900
2021-01-04,43.5,43.689998626708984,41.439998626708984,41.86000061035156,649500
2021-01-05,41.77000045776367,44.20000076293945,41.77000045776367,43.7599983215332,455600
2021-01-06,44.72999954223633,47.900001525878906,44.220001220703125,47.86000061035156,853300
2021-01-07,48.38999938964844,48.90999984741211,46.9900016784668,47.58000183105469,436100
2021-01-08,47.81999969482422,48.65999984741211,47.22999954223633,48.59000015258789,529600
2021-01-11,53.0,55.63999938964844,51.84000015258789,54.70000076293945,1635100
2021-01-12,56.16999816894531,57.88999938964844,54.459999084472656,56.59000015258789,726400
2021-01-13,56.31999969482422,56.529998779296875,53.90999984741211,54.220001220703125,611000
2021-01-14,54.709999084472656,57.0,54.67499923706055,56.209999084472656,806100
2021-01-15,55.13999938964844,57.22999954223633,54.869998931884766,56.97999954223633,653400
2021-01-19,58.75,58.880001068115234,57.08000183105469,58.279998779296875,732500
2021-01-20,58.2599983215332,59.279998779296875,57.33000183105469,58.95000076293945,635500
2021-01-21,59.58000183105469,59.59000015258789,57.5,57.630001068115234,834900
2021-01-22,57.34000015258789,58.459999084472656,57.13999938964844,58.349998474121094,717200
2021-01-25,58.650001525878906,62.310001373291016,58.34000015258789,59.81999969482422,1721200
2021-01-26,59.38999938964844,62.5,56.709999084472656,57.43000030517578,1245500
2021-01-27,56.04999923706055,58.22999954223633,53.56999969482422,56.369998931884766,1219200
2021-01-28,54.77000045776367,58.09000015258789,54.77000045776367,57.68000030517578,975700
2021-01-29,57.720001220703125,58.48699951171875,55.81999969482422,57.2400016784668,644100
2021-02-01,58.08000183105469,58.51499938964844,56.04999923706055,57.560001373291016,459300
2021-02-02,58.369998931884766,59.41999816894531,56.959999084472656,58.02000045776367,626000
2021-02-03,58.869998931884766,59.459999084472656,56.349998474121094,57.709999084472656,558000
2021-02-04,58.220001220703125,59.98500061035156,58.02000045776367,59.13999938964844,536200
2021-02-05,59.52000045776367,61.27000045776367,58.58000183105469,60.619998931884766,716300
2021-02-08,60.900001525878906,61.159000396728516,58.5,59.61000061035156,534600
2021-02-09,59.599998474121094,59.599998474121094,58.099998474121094,58.91999816894531,546100
2021-02-10,59.7400016784668,61.05500030517578,58.9900016784668,60.029998779296875,377000
2021-02-11,60.47999954223633,62.83000183105469,59.72999954223633,60.88999938964844,471600
2021-02-12,60.380001068115234,61.59000015258789,59.95000076293945,60.880001068115234,374000
2021-02-16,61.20000076293945,61.880001068115234,59.96500015258789,61.029998779296875,468700
2021-02-17,60.439998626708984,61.560001373291016,58.5,61.33000183105469,436200
2021-02-18,60.939998626708984,61.66999816894531,58.68000030517578,59.68000030517578,359100
2021-02-19,60.029998779296875,61.939998626708984,59.744998931884766,60.90999984741211,383200
2021-02-22,60.189998626708984,63.84000015258789,60.189998626708984,61.75,477600
2021-02-23,60.40999984741211,60.779998779296875,57.31999969482422,60.40999984741211,713700
2021-02-24,60.41999816894531,69.18000030517578,59.790000915527344,65.5199966430664,1650900
2021-02-25,65.4000015258789,66.3499984741211,60.15299987792969,60.709999084472656,843600
2021-02-26,60.83000183105469,62.29999923706055,58.130001068115234,60.41999816894531,712600
2021-03-01,61.939998626708984,64.47000122070312,60.540000915527344,64.30000305175781,409800
2021-03-02,63.9900016784668,64.7699966430664,61.720001220703125,61.72999954223633,336700
2021-03-03,62.29999923706055,62.529998779296875,58.84000015258789,58.869998931884766,421100
2021-03-04,58.65999984741211,59.47999954223633,53.72999954223633,55.7599983215332,693100
2021-03-05,57.290000915527344,58.775001525878906,54.720001220703125,58.45000076293945,552700
2021-03-08,59.08000183105469,61.54999923706055,58.66999816894531,60.31999969482422,578100
2021-03-09,61.4900016784668,61.54999923706055,58.43000030517578,58.630001068115234,377200
2021-03-10,58.709999084472656,60.5,57.84000015258789,59.5,373500
2021-03-11,60.13999938964844,62.08000183105469,59.8849983215332,61.060001373291016,365100
2021-03-12,61.220001220703125,63.244998931884766,60.630001068115234,63.220001220703125,460800
2021-03-15,62.58000183105469,64.62000274658203,61.11000061035156,63.0,470100
2021-03-16,62.689998626708984,62.72999954223633,59.630001068115234,60.709999084472656,268800
2021-03-17,60.060001373291016,64.61000061035156,60.060001373291016,64.47000122070312,506200
2021-03-18,64.4000015258789,66.16999816894531,63.09000015258789,63.47999954223633,405200
2021-03-19,63.900001525878906,65.77999877929688,62.529998779296875,65.5999984741211,569600
2021-03-22,65.95999908447266,67.48999786376953,62.720001220703125,62.880001068115234,325600
2021-03-23,61.88999938964844,62.5,58.060001373291016,58.15999984741211,504000
2021-03-24,59.2400016784668,59.95000076293945,56.540000915527344,56.689998626708984,323800
2021-03-25,55.61000061035156,61.33000183105469,55.0,61.119998931884766,475400
2021-03-26,62.220001220703125,63.849998474121094,61.130001068115234,63.29999923706055,315200
2021-03-29,62.66999816894531,65.04000091552734,59.150001525878906,59.20000076293945,507200
2021-03-30,59.4900016784668,63.08000183105469,59.4900016784668,62.08000183105469,521000
2021-03-31,62.22999954223633,63.65999984741211,61.880001068115234,62.310001373291016,464700
2021-04-01,63.27000045776367,63.290000915527344,60.689998626708984,61.79999923706055,392300
2021-04-05,63.29999923706055,63.29999923706055,60.22999954223633,62.91999816894531,256300
2021-04-06,63.9900016784668,66.87000274658203,63.849998474121094,66.01000213623047,594000
2021-04-07,66.04000091552734,66.93000030517578,64.88999938964844,65.16999816894531,360000
2021-04-08,65.22000122070312,66.62999725341797,63.95000076293945,65.7699966430664,388400
2021-04-09,66.05000305175781,69.37999725341797,65.69999694824219,68.73999786376953,448800
2021-04-12,68.63999938964844,69.18000030517578,66.33000183105469,66.80000305175781,337200
2021-04-13,67.0,67.29000091552734,63.720001220703125,66.0199966430664,303200
2021-04-14,66.2300033569336,67.91000366210938,65.08899688720703,66.55999755859375,319500
2021-04-15,67.3499984741211,67.98999786376953,66.22000122070312,67.05999755859375,217300
2021-04-16,67.9000015258789,68.69999694824219,65.97000122070312,68.05999755859375,278500
2021-04-19,67.5,68.81999969482422,67.29000091552734,67.68000030517578,282400
2021-04-20,67.5199966430664,68.00499725341797,64.16999816894531,65.62000274658203,229100
2021-04-21,65.31999969482422,68.41999816894531,64.98999786376953,68.04000091552734,257100
2021-04-22,68.58999633789062,70.05000305175781,68.22000122070312,68.83999633789062,344800
2021-04-23,69.58000183105469,72.9000015258789,68.7699966430664,72.3499984741211,403300
2021-04-26,73.2699966430664,73.66999816894531,69.0199966430664,69.9800033569336,370400
